country,year,migration_no,iso_alpha
French Guiana,1998,5,GUF
Guyana,1998,5,GUY
Haiti,1998,5,HTI
Honduras,1998,5,HND
Puerto Rico,1998,5,PRI
Suriname,1998,5,SUR
Cote d'Ivoire,1998,5,CIV
"Micronesia, Federated States of",1998,5,FSM
Afghanistan,1998,5,AFG
Albania,1998,5,ALB
Algeria,1998,5,DZA
Angola,1998,5,AGO
Bhutan,1998,5,BTN
Bolivia,1998,5,BOL
Cuba,1998,5,CUB
Ecuador,1998,5,ECU
El Salvador,1998,5,SLV
Estonia,1998,5,EST
Georgia,1998,5,GEO
Kiribati,1998,5,KIR
Kuwait,1998,5,KWT
Latvia,1998,5,LVA
Malawi,1998,5,MWI
Maldives,1998,5,MDV
Morocco,1998,5,MAR
Panama,1998,5,PAN
Reunion,1998,5,REU
Saudi Arabia,1998,5,SAU
Senegal,1998,5,SEN
Sierra Leone,1998,5,SLE
Slovenia,1998,5,SVN
Solomon Islands,1998,5,SLB
Tanzania,1998,5,TZA
Tunisia,1998,5,TUN
Uganda,1998,5,UGA
United Arab Emirates,1998,5,ARE
Uruguay,1998,5,URY
Vanuatu,1998,5,VUT
Yemen,1998,5,YEM
Zambia,1998,5,ZMB
Argentina,1998,5,ARG
Denmark,1998,5,DNK
Finland,1998,5,FIN
France,1998,5,FRA
Gambia,1998,5,GMB
Iraq,1998,5,IRQ
Jordan,1998,5,JOR
Korea,1998,5,PRK
Malaysia,1998,5,MYS
Nepal,1998,5,NPL
Poland,1998,5,POL
Portugal,1998,5,PRT
Singapore,1998,5,SGP
Sweden,1998,5,SWE
Switzerland,1998,5,CHE
Vietnam,1998,5,VNM
Dominican Republic,1998,6,DOM
Paraguay,1998,6,PRY
Bahrain,1998,6,BHR
Ethiopia,1998,6,ETH
French Polynesia,1998,6,PYF
Bangladesh,1998,6,BGD
Netherlands,1998,6,NLD
Nigeria,1998,6,NGA
Guatemala,1998,7,GTM
Réunion,1998,7,REU
Lithuania,1998,7,LTU
Oman,1998,7,OMN
Ireland,1998,7,IRL
Malta,1998,7,MLT
Pakistan,1998,7,PAK
Papua New Guinea,1998,7,PNG
Samoa,1998,7,WSM
Madagascar,1998,8,MDG
Nicaragua,1998,8,NIC
Greece,1998,8,GRC
India,1998,8,IND
Taiwan,1998,8,TWN
Turkey,1998,8,TUR
Kyrgyzstan,1998,9,KGZ
Djibouti,1998,9,DJI
Brunei Darussalam,1998,9,BRN
Uzbekistan,1998,9,UZB
Venezuela,1998,9,VEN
Gibraltar,1998,10,GIB
Libya,1998,10,LBY
Somalia,1998,10,SOM
Spain,1998,10,ESP
Croatia,1998,11,HRV
Qatar,1998,12,QAT
Botswana,1998,12,BWA
Trinidad and Tobago,1998,12,TTO
Mexico,1998,12,MEX
Lebanon,1998,12,LBN
Armenia,1998,13,ARM
Ghana,1998,13,GHA
Namibia,1998,13,NAM
Jamaica,1998,14,JAM
Myanmar,1998,14,MMR
Canada,1998,14,CAN
United States of America,1998,14,USA
Mozambique,1998,15,MOZ
Norway,1998,15,NOR
Tonga,1998,15,TON
Belarus,1998,16,BLR
Sudan,1998,16,SDN
Italy,1998,17,ITA
Czech Republic,1998,18,CZE
Kazakhstan,1998,18,KAZ
Tokelau,1998,19,TKL
Seychelles,1998,19,SYC
Colombia,1998,20,COL
Cyprus,1998,21,CYP
China,1998,21,CHN
Syria,1998,22,SYR
Sri Lanka,1998,22,LKA
New Caledonia,1998,23,NCL
Moldova,1998,23,MDA
Philippines,1998,23,PHL
Hungary,1998,24,HUN
Slovakia,1998,24,SVK
Peru,1998,29,PER
Brazil,1998,45,BRA
Belgium,1998,54,BEL
Niue,1998,55,NIU
Indonesia,1998,58,IDN
Thailand,1998,59,THA
Austria,1998,61,AUT
Mauritius,1998,69,MUS
Bulgaria,1998,74,BGR
Israel,1998,75,ISR
"Korea, Republic of",1998,77,KOR
Chile,1998,106,CHL
Iran,1998,114,IRN
United Kingdom,1998,120,GBR
Kenya,1998,148,KEN
Zimbabwe,1998,152,ZWE
Ukraine,1998,156,UKR
Eritrea,1998,189,ERI
Romania,1998,194,ROU
Cook Islands,1998,207,COK
Fiji,1998,207,FJI
Russian Federation,1998,223,RUS
Japan,1998,363,JPN
Egypt,1998,418,EGY
Cambodia,1998,420,KHM
Germany,1998,1053,DEU
Bosnia and Herzegovina,1998,1401,BIH
South Africa,1998,5931,ZAF
New Zealand,1998,18682,NZL
Guam,1999,5,GUM
Marshall Islands,1999,5,MHL
Nauru,1999,5,NRU
Palau,1999,5,PLW
Gibraltar,1999,5,GIB
Liechtenstein,1999,5,LIE
Luxembourg,1999,5,LUX
Tajikistan,1999,5,TJK
Turkmenistan,1999,5,TKM
Burkina Faso,1999,5,BFA
Burundi,1999,5,BDI
Côte d'Ivoire,1999,5,CIV
Cameroon,1999,5,CMR
Chad,1999,5,TCD
Congo,1999,5,COG
Djibouti,1999,5,DJI
Gambia,1999,5,GMB
Guinea,1999,5,GIN
Liberia,1999,5,LBR
Madagascar,1999,5,MDG
Mali,1999,5,MLI
Rwanda,1999,5,RWA
Mongolia,1999,5,MNG
Maldives,1999,5,MDV
Bermuda,1999,5,BMU
Antigua and Barbuda,1999,5,ATG
Aruba,1999,5,ABW
Bahamas,1999,5,BHS
Barbados,1999,5,BRB
Belize,1999,5,BLZ
Cayman Islands,1999,5,CYM
Costa Rica,1999,5,CRI
Dominican Republic,1999,5,DOM
French Guiana,1999,5,GUF
Grenada,1999,5,GRD
Haiti,1999,5,HTI
Honduras,1999,5,HND
Martinique,1999,5,MTQ
Nicaragua,1999,5,NIC
Panama,1999,5,PAN
Puerto Rico,1999,5,PRI
Suriname,1999,5,SUR
Cote d'Ivoire,1999,5,CIV
Korea,1999,5,PRK
Albania,1999,5,ALB
Angola,1999,5,AGO
Azerbaijan,1999,5,AZE
Botswana,1999,5,BWA
El Salvador,1999,5,SLV
Estonia,1999,5,EST
Ethiopia,1999,5,ETH
Greece,1999,5,GRC
Iceland,1999,5,ISL
Kuwait,1999,5,KWT
Kyrgyzstan,1999,5,KGZ
Lithuania,1999,5,LTU
Malawi,1999,5,MWI
Malta,1999,5,MLT
New Caledonia,1999,5,NCL
Oman,1999,5,OMN
Samoa,1999,5,WSM
Saudi Arabia,1999,5,SAU
Senegal,1999,5,SEN
Slovenia,1999,5,SVN
Sudan,1999,5,SDN
Trinidad and Tobago,1999,5,TTO
Uganda,1999,5,UGA
United Arab Emirates,1999,5,ARE
Zambia,1999,5,ZMB
Austria,1999,5,AUT
Bangladesh,1999,5,BGD
Canada,1999,5,CAN
Chile,1999,5,CHL
Croatia,1999,5,HRV
Cyprus,1999,5,CYP
Denmark,1999,5,DNK
France,1999,5,FRA
Ghana,1999,5,GHA
Guyana,1999,5,GUY
India,1999,5,IND
Iraq,1999,5,IRQ
Ireland,1999,5,IRL
Malaysia,1999,5,MYS
Pakistan,1999,5,PAK
Portugal,1999,5,PRT
Spain,1999,5,ESP
Syria,1999,5,SYR
Taiwan,1999,5,TWN
Thailand,1999,5,THA
Tonga,1999,5,TON
Vietnam,1999,5,VNM
Paraguay,1999,6,PRY
Réunion,1999,6,REU
Finland,1999,6,FIN
Netherlands,1999,6,NLD
Afghanistan,1999,7,AFG
Myanmar,1999,7,MMR
Tanzania,1999,7,TZA
Vanuatu,1999,7,VUT
Italy,1999,7,ITA
Japan,1999,7,JPN
Algeria,1999,8,DZA
Armenia,1999,8,ARM
Cuba,1999,8,CUB
Moldova,1999,8,MDA
Tuvalu,1999,8,TUV
Qatar,1999,9,QAT
Tunisia,1999,9,TUN
Guatemala,1999,9,GTM
Belarus,1999,9,BLR
Morocco,1999,9,MAR
Jamaica,1999,10,JAM
Mexico,1999,10,MEX
Niger,1999,10,NGA
Philippines,1999,10,PHL
Kiribati,1999,11,KIR
Norway,1999,11,NOR
Brunei Darussalam,1999,12,BRN
Papua New Guinea,1999,12,PNG
Seychelles,1999,12,SYC
Uzbekistan,1999,13,UZB
United States of America,1999,13,USA
Bahrain,1999,14,BHR
Mozambique,1999,14,MOZ
Georgia,1999,14,GEO
Solomon Islands,1999,14,SLB
Venezuela,1999,14,VEN
Turkey,1999,14,TUR
Libya,1999,15,LBY
Namibia,1999,15,NAM
French Polynesia,1999,16,PYF
Bolivia,1999,16,BOL
Czech Republic,1999,16,CZE
Peru,1999,17,PER
Slovakia,1999,18,SVK
Tokelau,1999,19,TKL
Yemen,1999,20,YEM
Indonesia,1999,20,IDN
Uruguay,1999,21,URY
"Korea, Republic of",1999,21,KOR
Hungary,1999,23,HUN
Colombia,1999,24,COL
Latvia,1999,25,LVA
Kazakhstan,1999,27,KAZ
Lebanon,1999,27,LBN
Ecuador,1999,30,ECU
Argentina,1999,30,ARG
Sweden,1999,36,SWE
Nigeria,1999,37,NGA
Niue,1999,48,NIU
Brazil,1999,48,BRA
Fiji,1999,48,FJI
Belgium,1999,54,BEL
United Kingdom,1999,61,GBR
Sierra Leone,1999,67,SLE
Poland,1999,68,POL
Israel,1999,75,ISR
Mauritius,1999,80,MUS
Ukraine,1999,89,UKR
Bulgaria,1999,91,BGR
Nepal,1999,93,NPL
Jordan,1999,101,JOR
Switzerland,1999,122,CHE
Sri Lanka,1999,122,LKA
Russian Federation,1999,135,RUS
Kenya,1999,140,KEN
Romania,1999,140,ROU
Eritrea,1999,144,ERI
Cook Islands,1999,200,COK
Iran,1999,209,IRN
Somalia,1999,295,SOM
Zimbabwe,1999,295,ZWE
Cambodia,1999,314,KHM
Egypt,1999,424,EGY
Bosnia and Herzegovina,1999,675,BIH
Singapore,1999,729,SGP
Germany,1999,1130,DEU
China,1999,2006,CHN
South Africa,1999,6682,ZAF
New Zealand,1999,21889,NZL
Guam,2000,5,GUM
Palau,2000,5,PLW
Gibraltar,2000,5,GIB
Greenland,2000,5,GRL
Luxembourg,2000,5,LUX
Tajikistan,2000,5,TJK
Turkmenistan,2000,5,TKM
Western Sahara,2000,5,ESH
Côte d'Ivoire,2000,5,CIV
Gabon,2000,5,GAB
Gambia,2000,5,GMB
Guinea,2000,5,GIN
Lesotho,2000,5,LSO
Mali,2000,5,MLI
Rwanda,2000,5,RWA
Senegal,2000,5,SEN
Togo,2000,5,TGO
Bhutan,2000,5,BTN
Maldives,2000,5,MDV
Bahamas,2000,5,BHS
Belize,2000,5,BLZ
Cayman Islands,2000,5,CYM
Costa Rica,2000,5,CRI
French Guiana,2000,5,GUF
Grenada,2000,5,GRD
Haiti,2000,5,HTI
Honduras,2000,5,HND
Martinique,2000,5,MTQ
Montserrat,2000,5,MSR
Nicaragua,2000,5,NIC
Panama,2000,5,PAN
Puerto Rico,2000,5,PRI
Cote d'Ivoire,2000,5,CIV
Comoros,2000,5,COM
Réunion,2000,5,REU
Korea,2000,5,PRK
Algeria,2000,5,DZA
Azerbaijan,2000,5,AZE
Barbados,2000,5,BRB
Bolivia,2000,5,BOL
Cuba,2000,5,CUB
Estonia,2000,5,EST
French Polynesia,2000,5,PYF
Guyana,2000,5,GUY
Iceland,2000,5,ISL
Jamaica,2000,5,JAM
Kuwait,2000,5,KWT
Latvia,2000,5,LVA
Liechtenstein,2000,5,LIE
Mongolia,2000,5,MNG
Morocco,2000,5,MAR
Mozambique,2000,5,MOZ
Nauru,2000,5,NRU
New Caledonia,2000,5,NCL
Niger,2000,5,NGA
Qatar,2000,5,QAT
Saudi Arabia,2000,5,SAU
Seychelles,2000,5,SYC
Sierra Leone,2000,5,SLE
Somalia,2000,5,SOM
Tunisia,2000,5,TUN
Tuvalu,2000,5,TUV
Uganda,2000,5,UGA
United Arab Emirates,2000,5,ARE
Uruguay,2000,5,URY
Uzbekistan,2000,5,UZB
Vanuatu,2000,5,VUT
Argentina,2000,5,ARG
Chile,2000,5,CHL
Croatia,2000,5,HRV
Denmark,2000,5,DNK
Dominican Republic,2000,5,DOM
El Salvador,2000,5,SLV
Ethiopia,2000,5,ETH
France,2000,5,FRA
Greece,2000,5,GRC
India,2000,5,IND
Iran,2000,5,IRN
Iraq,2000,5,IRQ
Ireland,2000,5,IRL
Israel,2000,5,ISR
Japan,2000,5,JPN
Jordan,2000,5,JOR
Kazakhstan,2000,5,KAZ
Malta,2000,5,MLT
Papua New Guinea,2000,5,PNG
Romania,2000,5,ROU
Samoa,2000,5,WSM
Singapore,2000,5,SGP
Taiwan,2000,5,TWN
Tanzania,2000,5,TZA
Ukraine,2000,5,UKR
Vietnam,2000,5,VNM
Burundi,2000,6,BDI
Madagascar,2000,6,MDG
Bermuda,2000,6,BMU
Paraguay,2000,6,PRY
Trinidad and Tobago,2000,6,TTO
Angola,2000,7,AGO
Cameroon,2000,7,CMR
Djibouti,2000,7,DJI
Georgia,2000,7,GEO
Kyrgyzstan,2000,7,KGZ
Turkey,2000,7,TUR
Albania,2000,8,ALB
Namibia,2000,8,NAM
Norway,2000,8,NOR
Slovenia,2000,8,SVN
Yemen,2000,8,YEM
Kiribati,2000,9,KIR
Moldova,2000,9,MDA
Cyprus,2000,9,CYP
Solomon Islands,2000,9,SLB
Zambia,2000,9,ZMB
Spain,2000,9,ESP
Sudan,2000,10,SDN
Malaysia,2000,10,MYS
Netherlands,2000,10,NLD
Guatemala,2000,11,GTM
Oman,2000,13,OMN
Armenia,2000,13,ARM
Italy,2000,13,ITA
Belarus,2000,14,BLR
Philippines,2000,14,PHL
Lithuania,2000,15,LTU
United States of America,2000,15,USA
Bahrain,2000,16,BHR
Tonga,2000,16,TON
Malawi,2000,17,MWI
Libya,2000,18,LBY
Liberia,2000,18,LBR
Botswana,2000,20,BWA
"Korea, Republic of",2000,20,KOR
Peru,2000,22,PER
Congo,2000,24,COG
Mexico,2000,24,MEX
Ghana,2000,25,GHA
Czech Republic,2000,27,CZE
Tokelau,2000,30,TKL
Lebanon,2000,30,LBN
Brunei Darussalam,2000,32,BRN
Venezuela,2000,32,VEN
Indonesia,2000,32,IDN
Syria,2000,34,SYR
Fiji,2000,35,FJI
Myanmar,2000,38,MMR
Slovakia,2000,39,SVK
Ecuador,2000,42,ECU
Finland,2000,43,FIN
Hungary,2000,50,HUN
Portugal,2000,53,PRT
Austria,2000,56,AUT
Sweden,2000,56,SWE
Niue,2000,57,NIU
Nigeria,2000,64,NGA
Poland,2000,66,POL
Colombia,2000,68,COL
Belgium,2000,71,BEL
Bulgaria,2000,71,BGR
Mauritius,2000,79,MUS
Brazil,2000,81,BRA
United Kingdom,2000,118,GBR
Switzerland,2000,136,CHE
Sri Lanka,2000,143,LKA
Eritrea,2000,144,ERI
Nepal,2000,156,NPL
Thailand,2000,163,THA
Bangladesh,2000,164,BGD
Kenya,2000,179,KEN
Cook Islands,2000,236,COK
Russian Federation,2000,269,RUS
Canada,2000,440,CAN
Afghanistan,2000,490,AFG
Zimbabwe,2000,499,ZWE
Egypt,2000,523,EGY
Cambodia,2000,547,KHM
Pakistan,2000,747,PAK
Bosnia and Herzegovina,2000,771,BIH
Germany,2000,1199,DEU
China,2000,1700,CHN
South Africa,2000,7456,ZAF
New Zealand,2000,25165,NZL
Guam,2001,5,GUM
Marshall Islands,2001,5,MHL
Tuvalu,2001,5,TUV
Wallis and Futuna,2001,5,WLF
Gibraltar,2001,5,GIB
Iceland,2001,5,ISL
Liechtenstein,2001,5,LIE
Luxembourg,2001,5,LUX
Monaco,2001,5,MCO
San Marino,2001,5,SMR
Turkmenistan,2001,5,TKM
Mauritania,2001,5,MRT
Benin,2001,5,BEN
Burkina Faso,2001,5,BFA
Côte d'Ivoire,2001,5,CIV
Gabon,2001,5,GAB
Gambia,2001,5,GMB
Guinea-Bissau,2001,5,GNB
Mali,2001,5,MLI
Rwanda,2001,5,RWA
Togo,2001,5,TGO
Antigua and Barbuda,2001,5,ATG
Barbados,2001,5,BRB
Belize,2001,5,BLZ
Cayman Islands,2001,5,CYM
Falkland Islands,2001,5,FLK
Guadeloupe,2001,5,FRA
Honduras,2001,5,HND
Nicaragua,2001,5,NIC
Panama,2001,5,PAN
Puerto Rico,2001,5,PRI
Suriname,2001,5,SUR
Turks and Caicos Islands,2001,5,TCA
Cote d'Ivoire,2001,5,CIV
"Micronesia, Federated States of",2001,5,FSM
"Virgin Islands, British ",2001,5,VGB
Comoros,2001,5,COM
Réunion,2001,5,REU
American Samoa,2001,5,ASM
Korea,2001,5,PRK
Albania,2001,5,ALB
Algeria,2001,5,DZA
Azerbaijan,2001,5,AZE
Bahrain,2001,5,BHR
Bermuda,2001,5,BMU
Bolivia,2001,5,BOL
Costa Rica,2001,5,CRI
Cuba,2001,5,CUB
Dominican Republic,2001,5,DOM
El Salvador,2001,5,SLV
Georgia,2001,5,GEO
Guatemala,2001,5,GTM
Guyana,2001,5,GUY
Jamaica,2001,5,JAM
Kazakhstan,2001,5,KAZ
Kuwait,2001,5,KWT
Kyrgyzstan,2001,5,KGZ
Latvia,2001,5,LVA
Lesotho,2001,5,LSO
Malawi,2001,5,MWI
Maldives,2001,5,MDV
Mongolia,2001,5,MNG
Morocco,2001,5,MAR
Mozambique,2001,5,MOZ
New Caledonia,2001,5,NCL
Paraguay,2001,5,PRY
Qatar,2001,5,QAT
Samoa,2001,5,WSM
Saudi Arabia,2001,5,SAU
Senegal,2001,5,SEN
Sudan,2001,5,SDN
Tajikistan,2001,5,TJK
Vanuatu,2001,5,VUT
Austria,2001,5,AUT
Bangladesh,2001,5,BGD
Brazil,2001,5,BRA
Canada,2001,5,CAN
Chile,2001,5,CHL
Colombia,2001,5,COL
Croatia,2001,5,HRV
Ecuador,2001,5,ECU
Ethiopia,2001,5,ETH
France,2001,5,FRA
Greece,2001,5,GRC
Iran,2001,5,IRN
Iraq,2001,5,IRQ
Ireland,2001,5,IRL
Israel,2001,5,ISR
Italy,2001,5,ITA
Kiribati,2001,5,KIR
Malta,2001,5,MLT
Mexico,2001,5,MEX
Myanmar,2001,5,MMR
Nepal,2001,5,NPL
Netherlands,2001,5,NLD
Pakistan,2001,5,PAK
Peru,2001,5,PER
Philippines,2001,5,PHL
Portugal,2001,5,PRT
Romania,2001,5,ROU
Somalia,2001,5,SOM
Syria,2001,5,SYR
Taiwan,2001,5,TWN
Thailand,2001,5,THA
Turkey,2001,5,TUR
Ukraine,2001,5,UKR
United States of America,2001,5,USA
Uruguay,2001,5,URY
Zimbabwe,2001,5,ZWE
Niger,2001,6,NGA
Bahamas,2001,6,BHS
Haiti,2001,6,HTI
Uganda,2001,6,UGA
United Arab Emirates,2001,6,ARE
Argentina,2001,6,ARG
Japan,2001,6,JPN
Tunisia,2001,7,TUN
Cameroon,2001,7,CMR
Djibouti,2001,7,DJI
Madagascar,2001,7,MDG
Armenia,2001,7,ARM
Cyprus,2001,7,CYP
Trinidad and Tobago,2001,7,TTO
Botswana,2001,8,BWA
Nauru,2001,8,NRU
India,2001,8,IND
French Polynesia,2001,9,PYF
Burundi,2001,9,BDI
Guinea,2001,9,GIN
Estonia,2001,9,EST
Yemen,2001,9,YEM
Congo,2001,10,COG
Tonga,2001,10,TON
Belarus,2001,11,BLR
Eritrea,2001,12,ERI
Moldova,2001,12,MDA
Libya,2001,13,LBY
Angola,2001,13,AGO
Lithuania,2001,13,LTU
Solomon Islands,2001,15,SLB
Oman,2001,17,OMN
Slovenia,2001,17,SVN
Brunei Darussalam,2001,20,BRN
Finland,2001,20,FIN
Tanzania,2001,20,TZA
Uzbekistan,2001,21,UZB
Spain,2001,22,ESP
Namibia,2001,23,NAM
Seychelles,2001,25,SYC
Niue,2001,28,NIU
Ghana,2001,28,GHA
Hungary,2001,30,HUN
Tokelau,2001,32,TKL
Norway,2001,33,NOR
Indonesia,2001,33,IDN
Fiji,2001,39,FJI
Papua New Guinea,2001,40,PNG
Lebanon,2001,40,LBN
Venezuela,2001,49,VEN
Zambia,2001,49,ZMB
Czech Republic,2001,50,CZE
Slovakia,2001,51,SVK
"Korea, Republic of",2001,57,KOR
Bulgaria,2001,59,BGR
Poland,2001,60,POL
Jordan,2001,72,JOR
Belgium,2001,78,BEL
Nigeria,2001,81,NGA
Denmark,2001,111,DNK
Liberia,2001,113,LBR
Cook Islands,2001,124,COK
Sweden,2001,126,SWE
Sri Lanka,2001,150,LKA
United Kingdom,2001,156,GBR
Mauritius,2001,162,MUS
Switzerland,2001,184,CHE
Vietnam,2001,229,VNM
Russian Federation,2001,306,RUS
Kenya,2001,314,KEN
Sierra Leone,2001,333,SLE
Bosnia and Herzegovina,2001,409,BIH
Egypt,2001,444,EGY
Cambodia,2001,575,KHM
Afghanistan,2001,655,AFG
China,2001,705,CHN
Germany,2001,1243,DEU
Singapore,2001,1807,SGP
Malaysia,2001,2055,MYS
South Africa,2001,7533,ZAF
New Zealand,2001,15670,NZL
Guam,2002,5,GUM
Marshall Islands,2002,5,MHL
Tuvalu,2002,5,TUV
Wallis and Futuna,2002,5,WLF
Gibraltar,2002,5,GIB
Liechtenstein,2002,5,LIE
Luxembourg,2002,5,LUX
Monaco,2002,5,MCO
Tajikistan,2002,5,TJK
Turkmenistan,2002,5,TKM
Mauritania,2002,5,MRT
Western Sahara,2002,5,ESH
Angola,2002,5,AGO
Burkina Faso,2002,5,BFA
Gabon,2002,5,GAB
Gambia,2002,5,GMB
Guinea-Bissau,2002,5,GNB
Lesotho,2002,5,LSO
Mali,2002,5,MLI
Mayotte,2002,5,FRA
Niger,2002,5,NGA
Reunion,2002,5,REU
Togo,2002,5,TGO
Bhutan,2002,5,BTN
Maldives,2002,5,MDV
Bahamas,2002,5,BHS
Belize,2002,5,BLZ
Costa Rica,2002,5,CRI
Dominica,2002,5,DMA
Falkland Islands,2002,5,FLK
French Guiana,2002,5,GUF
Grenada,2002,5,GRD
Guadeloupe,2002,5,FRA
Guatemala,2002,5,GTM
Haiti,2002,5,HTI
Honduras,2002,5,HND
Nicaragua,2002,5,NIC
Panama,2002,5,PAN
Paraguay,2002,5,PRY
Puerto Rico,2002,5,PRI
Cote d'Ivoire,2002,5,CIV
Faroe Islands,2002,5,FRO
Comoros,2002,5,COM
Réunion,2002,5,REU
American Samoa,2002,5,ASM
Algeria,2002,5,DZA
Azerbaijan,2002,5,AZE
Bahrain,2002,5,BHR
Barbados,2002,5,BRB
Bolivia,2002,5,BOL
Cameroon,2002,5,CMR
Dominican Republic,2002,5,DOM
El Salvador,2002,5,SLV
French Polynesia,2002,5,PYF
Georgia,2002,5,GEO
Iceland,2002,5,ISL
Kiribati,2002,5,KIR
Kuwait,2002,5,KWT
Liberia,2002,5,LBR
Madagascar,2002,5,MDG
Morocco,2002,5,MAR
Mozambique,2002,5,MOZ
Oman,2002,5,OMN
Qatar,2002,5,QAT
Rwanda,2002,5,RWA
Saudi Arabia,2002,5,SAU
Trinidad and Tobago,2002,5,TTO
United Arab Emirates,2002,5,ARE
Uruguay,2002,5,URY
Yemen,2002,5,YEM
Bangladesh,2002,5,BGD
Chile,2002,5,CHL
Colombia,2002,5,COL
Cuba,2002,5,CUB
Czech Republic,2002,5,CZE
Denmark,2002,5,DNK
Ecuador,2002,5,ECU
Greece,2002,5,GRC
Iran,2002,5,IRN
Israel,2002,5,ISR
Japan,2002,5,JPN
Jordan,2002,5,JOR
Korea,2002,5,PRK
Latvia,2002,5,LVA
Malaysia,2002,5,MYS
Malta,2002,5,MLT
Pakistan,2002,5,PAK
Poland,2002,5,POL
Romania,2002,5,ROU
Russian Federation,2002,5,RUS
Spain,2002,5,ESP
Sweden,2002,5,SWE
Switzerland,2002,5,CHE
Taiwan,2002,5,TWN
Tanzania,2002,5,TZA
Thailand,2002,5,THA
Turkey,2002,5,TUR
Ukraine,2002,5,UKR
United States of America,2002,5,USA
Vietnam,2002,5,VNM
"Micronesia, Federated States of",2002,6,FSM
Afghanistan,2002,6,AFG
Samoa,2002,6,WSM
Vanuatu,2002,6,VUT
Argentina,2002,6,ARG
Canada,2002,6,CAN
Papua New Guinea,2002,6,PNG
Portugal,2002,6,PRT
Djibouti,2002,7,DJI
Guyana,2002,7,GUY
Suriname,2002,7,SUR
Lithuania,2002,7,LTU
Sudan,2002,7,SDN
Italy,2002,7,ITA
Côte d'Ivoire,2002,8,CIV
Senegal,2002,8,SEN
Bermuda,2002,8,BMU
Burundi,2002,9,BDI
Estonia,2002,9,EST
Slovenia,2002,9,SVN
India,2002,9,IND
Lebanon,2002,9,LBN
Nauru,2002,10,NRU
Kazakhstan,2002,10,KAZ
Kyrgyzstan,2002,10,KGZ
Uganda,2002,10,UGA
Cyprus,2002,11,CYP
Malawi,2002,11,MWI
Mongolia,2002,11,MNG
Netherlands,2002,11,NLD
Ireland,2002,12,IRL
Croatia,2002,13,HRV
Uzbekistan,2002,14,UZB
Jamaica,2002,14,JAM
Ethiopia,2002,14,ETH
Tonga,2002,14,TON
Tokelau,2002,15,TKL
Moldova,2002,15,MDA
Botswana,2002,17,BWA
New Caledonia,2002,20,NCL
Belarus,2002,20,BLR
Armenia,2002,20,ARM
Syria,2002,20,SYR
Niue,2002,21,NIU
Libya,2002,21,LBY
Philippines,2002,21,PHL
Finland,2002,22,FIN
Mexico,2002,22,MEX
Seychelles,2002,23,SYC
Congo,2002,25,COG
Guinea,2002,25,GIN
Zambia,2002,26,ZMB
Tunisia,2002,27,TUN
Solomon Islands,2002,33,SLB
Ghana,2002,34,GHA
Iraq,2002,36,IRQ
Brunei Darussalam,2002,38,BRN
Fiji,2002,38,FJI
Peru,2002,39,PER
Bulgaria,2002,43,BGR
Namibia,2002,45,NAM
Venezuela,2002,48,VEN
Hungary,2002,52,HUN
Slovakia,2002,59,SVK
Nigeria,2002,63,NGA
Myanmar,2002,68,MMR
Norway,2002,72,NOR
Cook Islands,2002,82,COK
Austria,2002,83,AUT
Sri Lanka,2002,85,LKA
Belgium,2002,90,BEL
Brazil,2002,103,BRA
Eritrea,2002,111,ERI
Indonesia,2002,136,IDN
Albania,2002,137,ALB
United Kingdom,2002,145,GBR
Bosnia and Herzegovina,2002,169,BIH
"Korea, Republic of",2002,175,KOR
Sierra Leone,2002,176,SLE
Mauritius,2002,202,MUS
Somalia,2002,210,SOM
China,2002,285,CHN
Kenya,2002,313,KEN
Nepal,2002,339,NPL
France,2002,342,FRA
Egypt,2002,646,EGY
Cambodia,2002,672,KHM
Zimbabwe,2002,1131,ZWE
Germany,2002,1242,DEU
Singapore,2002,2308,SGP
South Africa,2002,6306,ZAF
New Zealand,2002,12374,NZL
Marshall Islands,2003,5,MHL
Northern Mariana Islands,2003,5,MNP
Tuvalu,2003,5,TUV
Liechtenstein,2003,5,LIE
Luxembourg,2003,5,LUX
Monaco,2003,5,MCO
Tajikistan,2003,5,TJK
Turkmenistan,2003,5,TKM
Angola,2003,5,AGO
Burkina Faso,2003,5,BFA
Côte d'Ivoire,2003,5,CIV
Djibouti,2003,5,DJI
Gabon,2003,5,GAB
Lesotho,2003,5,LSO
Mali,2003,5,MLI
Niger,2003,5,NGA
Togo,2003,5,TGO
Bhutan,2003,5,BTN
Bermuda,2003,5,BMU
Barbados,2003,5,BRB
Belize,2003,5,BLZ
Cayman Islands,2003,5,CYM
Dominica,2003,5,DMA
Dominican Republic,2003,5,DOM
Falkland Islands,2003,5,FLK
French Guiana,2003,5,GUF
Grenada,2003,5,GRD
Guadeloupe,2003,5,FRA
Haiti,2003,5,HTI
Honduras,2003,5,HND
Nicaragua,2003,5,NIC
Panama,2003,5,PAN
Puerto Rico,2003,5,PRI
Suriname,2003,5,SUR
Cote d'Ivoire,2003,5,CIV
"Virgin Islands, British ",2003,5,VGB
Réunion,2003,5,REU
Albania,2003,5,ALB
Algeria,2003,5,DZA
Bahrain,2003,5,BHR
Bolivia,2003,5,BOL
Botswana,2003,5,BWA
Cameroon,2003,5,CMR
Cuba,2003,5,CUB
El Salvador,2003,5,SLV
Estonia,2003,5,EST
French Polynesia,2003,5,PYF
Georgia,2003,5,GEO
Guatemala,2003,5,GTM
